   9.9853516e-10   9.7444940e-08   3.6467851e-06
   1.0099854e-07   9.8561212e-06   3.6467633e-06
   2.0099854e-07   1.9614790e-05   3.6467624e-06
   3.0099854e-07   2.9373468e-05   3.6467627e-06
   4.0099854e-07   3.9132141e-05   3.6467626e-06
   5.0099854e-07   4.8890817e-05   3.6467627e-06
   6.0099854e-07   5.8649491e-05   3.6467627e-06
   7.0099854e-07   6.8408164e-05   3.6467626e-06
   8.0099854e-07   7.8166842e-05   3.6467627e-06
   9.0099854e-07   8.7925517e-05   3.6467628e-06
   1.0009985e-06   9.7684189e-05   3.6467627e-06
   1.1009985e-06   1.0744286e-04   3.6467627e-06
   1.2009985e-06   1.1720154e-04   3.6467627e-06
   1.3009985e-06   1.2696021e-04   3.6467627e-06
   1.4009985e-06   1.3671889e-04   3.6467627e-06
   1.5009985e-06   1.4647756e-04   3.6467627e-06
   1.6009985e-06   1.5623624e-04   3.6467627e-06
   1.7009985e-06   1.6599491e-04   3.6467627e-06
   1.8009985e-06   1.7575358e-04   3.6467627e-06
   1.9009985e-06   1.8551226e-04   3.6467627e-06
   2.0009985e-06   1.9527094e-04   3.6467627e-06
   2.1009985e-06   2.0502960e-04   3.6467626e-06
   2.2009985e-06   2.1478828e-04   3.6467627e-06
   2.3009985e-06   2.2454696e-04   3.6467627e-06
   2.4009985e-06   2.3430563e-04   3.6467627e-06
   2.5009985e-06   2.4406431e-04   3.6467627e-06
   2.6009985e-06   2.5382298e-04   3.6467627e-06
   2.7009985e-06   2.6358165e-04   3.6467627e-06
   2.8009985e-06   2.7334033e-04   3.6467627e-06
   2.9009985e-06   2.8309900e-04   3.6467627e-06
   3.0009985e-06   2.9285768e-04   3.6467627e-06
   3.1009985e-06   3.0261636e-04   3.6467627e-06
   3.2009985e-06   3.1237503e-04   3.6467627e-06
   3.3009985e-06   3.2213370e-04   3.6467627e-06
   3.4009985e-06   3.3189237e-04   3.6467627e-06
   3.5009985e-06   3.4165105e-04   3.6467627e-06
   3.6009985e-06   3.5140972e-04   3.6467627e-06
   3.7009985e-06   3.6116840e-04   3.6467627e-06
   3.8009985e-06   3.7092707e-04   3.6467627e-06
   3.9009985e-06   3.8068575e-04   3.6467627e-06
   4.0009985e-06   3.9044442e-04   3.6467627e-06
   4.1009985e-06   4.0020310e-04   3.6467627e-06
   4.2009985e-06   4.0996177e-04   3.6467627e-06
   4.3009985e-06   4.1972045e-04   3.6467627e-06
   4.4009985e-06   4.2947912e-04   3.6467627e-06
   4.5009985e-06   4.3923779e-04   3.6467627e-06
   4.6009985e-06   4.4899647e-04   3.6467627e-06
   4.7009985e-06   4.5875514e-04   3.6467627e-06
   4.8009985e-06   4.6851382e-04   3.6467627e-06
   4.9009985e-06   4.7827249e-04   3.6467627e-06
