   3.9941406e-09   9.8927141e-08   2.0877467e-06
   1.0399414e-07   2.5756159e-06   2.0879527e-06
   2.0399414e-07   5.0523123e-06   2.0879499e-06
   3.0399414e-07   7.5289992e-06   2.0879546e-06
   4.0399414e-07   1.0005692e-05   2.0879544e-06
   5.0399414e-07   1.2482390e-05   2.0879522e-06
   6.0399414e-07   1.4959083e-05   2.0879525e-06
   7.0399414e-07   1.7435777e-05   2.0879524e-06
   8.0399414e-07   1.9912471e-05   2.0879521e-06
   9.0399414e-07   2.2389159e-05   2.0879534e-06
   1.0039941e-06   2.4865857e-05   2.0879524e-06
   1.1039941e-06   2.7342546e-05   2.0879531e-06
   1.2039941e-06   2.9819243e-05   2.0879525e-06
   1.3039941e-06   3.2295935e-05   2.0879527e-06
   1.4039941e-06   3.4772629e-05   2.0879526e-06
   1.5039941e-06   3.7249318e-05   2.0879532e-06
   1.6039941e-06   3.9726016e-05   2.0879525e-06
   1.7039941e-06   4.2202709e-05   2.0879526e-06
   1.8039941e-06   4.4679396e-05   2.0879533e-06
   1.9039941e-06   4.7156094e-05   2.0879528e-06
   2.0039941e-06   4.9632785e-05   2.0879529e-06
   2.1039941e-06   5.2109479e-05   2.0879529e-06
   2.2039941e-06   5.4586171e-05   2.0879530e-06
   2.3039941e-06   5.7062866e-05   2.0879528e-06
   2.4039941e-06   5.9539559e-05   2.0879529e-06
   2.5039941e-06   6.2016248e-05   2.0879531e-06
   2.6039941e-06   6.4492942e-05   2.0879531e-06
   2.7039941e-06   6.6969639e-05   2.0879528e-06
   2.8039941e-06   6.9446333e-05   2.0879528e-06
   2.9039941e-06   7.1923024e-05   2.0879529e-06
   3.0039941e-06   7.4399719e-05   2.0879528e-06
   3.1039941e-06   7.6876410e-05   2.0879529e-06
   3.2039941e-06   7.9353106e-05   2.0879528e-06
   3.3039941e-06   8.1829799e-05   2.0879528e-06
   3.4039941e-06   8.4306487e-05   2.0879530e-06
   3.5039941e-06   8.6783181e-05   2.0879530e-06
   3.6039941e-06   8.9259880e-05   2.0879527e-06
   3.7039941e-06   9.1736565e-05   2.0879531e-06
   3.8039941e-06   9.4213265e-05   2.0879528e-06
   3.9039941e-06   9.6689952e-05   2.0879531e-06
   4.0039941e-06   9.9166653e-05   2.0879527e-06
   4.1039941e-06   1.0164334e-04   2.0879530e-06
   4.2039941e-06   1.0412003e-04   2.0879530e-06
   4.3039941e-06   1.0659673e-04   2.0879530e-06
   4.4039941e-06   1.0907342e-04   2.0879529e-06
   4.5039941e-06   1.1155012e-04   2.0879529e-06
   4.6039941e-06   1.1402681e-04   2.0879530e-06
   4.7039941e-06   1.1650350e-04   2.0879529e-06
   4.8039941e-06   1.1898019e-04   2.0879529e-06
   4.9039941e-06   1.2145689e-04   2.0879530e-06
