   8.3211263e-09   1.0340300e-07   3.5430920e-06
   1.0832113e-07   1.3460346e-06   3.5432931e-06
   2.0832113e-07   2.5886741e-06   3.5432676e-06
   3.0832113e-07   3.8313098e-06   3.5432696e-06
   4.0832113e-07   5.0739417e-06   3.5432788e-06
   5.0832113e-07   6.3165795e-06   3.5432742e-06
   6.0832113e-07   7.5592173e-06   3.5432710e-06
   7.0832113e-07   8.8018485e-06   3.5432770e-06
   8.0832113e-07   1.0044488e-05   3.5432720e-06
   9.0832113e-07   1.1287120e-05   3.5432764e-06
   1.0083211e-06   1.2529762e-05   3.5432706e-06
   1.1083211e-06   1.3772393e-05   3.5432742e-06
   1.2083211e-06   1.5015032e-05   3.5432723e-06
   1.3083211e-06   1.6257664e-05   3.5432745e-06
   1.4083211e-06   1.7500298e-05   3.5432757e-06
   1.5083211e-06   1.8742940e-05   3.5432720e-06
   1.6083211e-06   1.9985574e-05   3.5432726e-06
   1.7083211e-06   2.1228210e-05   3.5432726e-06
   1.8083211e-06   2.2470847e-05   3.5432721e-06
   1.9083211e-06   2.3713476e-05   3.5432754e-06
   2.0083211e-06   2.4956116e-05   3.5432735e-06
   2.1083211e-06   2.6198751e-05   3.5432735e-06
   2.2083211e-06   2.7441389e-05   3.5432729e-06
   2.3083211e-06   2.8684021e-05   3.5432740e-06
   2.4083211e-06   2.9926656e-05   3.5432745e-06
   2.5083211e-06   3.1169292e-05   3.5432744e-06
   2.6083211e-06   3.2411929e-05   3.5432738e-06
   2.7083211e-06   3.3654562e-05   3.5432748e-06
   2.8083211e-06   3.4897203e-05   3.5432731e-06
   2.9083211e-06   3.6139838e-05   3.5432732e-06
   3.0083211e-06   3.7382468e-05   3.5432749e-06
   3.1083211e-06   3.8625108e-05   3.5432738e-06
   3.2083211e-06   3.9867741e-05   3.5432744e-06
   3.3083211e-06   4.1110377e-05   3.5432744e-06
   3.4083211e-06   4.2353014e-05   3.5432739e-06
   3.5083211e-06   4.3595654e-05   3.5432729e-06
   3.6083211e-06   4.4838287e-05   3.5432736e-06
   3.7083211e-06   4.6080922e-05   3.5432738e-06
   3.8083211e-06   4.7323559e-05   3.5432734e-06
   3.9083211e-06   4.8566189e-05   3.5432746e-06
   4.0083211e-06   4.9808832e-05   3.5432731e-06
   4.1083211e-06   5.1051466e-05   3.5432734e-06
   4.2083211e-06   5.2294103e-05   3.5432731e-06
   4.3083211e-06   5.3536733e-05   3.5432744e-06
   4.4083211e-06   5.4779370e-05   3.5432740e-06
   4.5083211e-06   5.6022005e-05   3.5432743e-06
   4.6083211e-06   5.7264642e-05   3.5432740e-06
   4.7083211e-06   5.8507276e-05   3.5432742e-06
   4.8083211e-06   5.9749913e-05   3.5432739e-06
   4.9083211e-06   6.0992547e-05   3.5432742e-06
